gamma_index,gamma_value,error
9905,9555.01849289,0.016421642163550132
9906,9555.16067279,0.15251525152598333
9907,9555.28022961,0.1246724672473647
9908,9555.38532332,0.019581958196795313
9909,9555.45136393,0.04646464646430104
9910,9555.61008128,0.15535553555491788
9911,9555.85249138,0.08702870287015685
9912,9555.99565829,0.17611761176158325
9913,9556.08212368,0.1505550555066293
9914,9556.21943005,0.12111211121191445
9915,9556.35963169,0.17759775977719983
9916,9556.48306021,0.18419841984177765
9917,9556.57879013,0.1522352235224389
9918,9556.70658949,0.06514651465113275
9919,9556.85988968,0.08270827082742471
9920,9557.09051581,0.14791479147970676
9921,9557.20054754,0.16563656365724455
9922,9557.27805158,0.1879587958810589
9923,9557.43635073,0.06434643464308465
9924,9557.55077438,0.17875787578850577
9925,9557.64340283,0.19727972797409166
9926,9557.77201092,0.15447544754533737
9927,9557.93976333,0.1651965196524543
9928,9558.0611823,0.1936793679378752
9929,9558.2438726,0.09726972697353631
9930,9558.30500899,0.03610361036044196
9931,9558.50727305,0.16615661566174822
9932,9558.57519527,0.16535653565370012
9933,9558.6939404,0.04658465846659965
9934,9558.77550183,0.03498349834990222
9935,9558.94601529,0.1408740874085197
9936,9559.02278569,0.12615261526116228
9937,9559.21212304,0.1733573357341811
9938,9559.40704804,0.17943794379425526
9939,9559.57760232,0.19175917591746838
9940,9559.61831116,0.1829582958307583
9941,9559.78421875,0.11067106710652297
9942,9560.02500462,0.13011301130245556
9943,9560.16097628,0.17531753175353515
9944,9560.28537688,0.12771277127831127
9945,9560.44543819,0.19327932793385116
9946,9560.55248835,0.14199419942087843
9947,9560.60804454,0.1757975797590916
9948,9560.76274214,0.18719871987195802
9949,9560.90232422,0.16267626762783038
9950,9561.02300324,0.16567656765801075
9951,9561.11869412,0.15495549555089383
9952,9561.35094776,0.01926192619248468
9953,9561.49582575,0.1256325632566586
9954,9561.61249499,0.054065406540757976
9955,9561.73421766,0.06766676667757565
9956,9561.84394154,0.1773977397751878
9957,9561.9902718,0.07134713471350551
9958,9562.10390398,0.04226422642204852
9959,9562.33094827,0.19015901590319118
9960,9562.51389507,0.18455845584685449
9961,9562.55489206,0.14627462746284436
9962,9562.68662144,0.014541454145728494
9963,9562.76730459,0.06614661466119287
9964,9562.96361768,0.12431243124410685
9965,9563.07986903,0.07278727872835589
9966,9563.19345796,0.040784078408250934
9967,9563.29986311,0.14719471947319107
9968,9563.4677739,0.07030703070267919
9969,9563.63574885,0.14919491949331132
9970,9563.81976837,0.18675867586898676
9971,9563.93897148,0.15099509950960055
9972,9564.05652456,0.09594959495916555
9973,9564.19463154,0.04218421842233511
9974,9564.22904804,0.07658765876658435
9975,9564.40821094,0.08694869487044343
9976,9564.53152971,0.03638363836398639
9977,9564.59971173,0.10455045504568261
9978,9564.78748031,0.17147714771454048
9979,9564.92492977,0.15927592759362597
9980,9565.07655994,0.035743574357184116
9981,9565.13249464,0.09166916691719962
9982,9565.29917014,0.16619661966251442
9983,9565.37500993,0.15435543554485776
9984,9565.52664079,0.19739973997457128
9985,9565.69169591,0.1287528752873186
9986,9565.79499816,0.018781878188747214
9987,9565.95444979,0.1782378237821831
9988,9566.12127138,0.15979597959812963
9989,9566.14686612,0.1853985398538498
9990,9566.34312093,0.016341634163836716
9991,9566.46707261,0.1416741674165678
9992,9566.61778326,0.18247824782520183
9993,9566.72248273,0.1961196119627857
9994,9566.9677653,0.15903590359084774
9995,9567.07324089,0.05354535453625431
9996,9567.20136706,0.0745474547456979
9997,9567.30863787,0.18183818381839956
9998,9567.45599171,0.04906490649045736
9999,9567.67736401,0.17231723172335478
10000,9567.82092495,0.16971697169719846
10001,9567.8998035,0.06502650265065313
10002,9568.09053418,0.13147314731577353
10003,9568.1510621,0.1919991999202466
10004,9568.33538975,0.16419641964239418
